priors_count,age_cat_25_45,age_cat_Greaterthan45,age_cat_Lessthan25,race_random_African_American,race_random_Caucasian,sex_Female,sex_Male,c_charge_degree_M,c_charge_degree_F
0.232989962696847,-0.021129017248906992,-0.027123953814672502,0.07175338913866479,0.007280577520949933,0.0,0.013375433861770552,0.0,-0.03642732580074001,0.0
-0.13054555205228774,-0.020515483704039307,-0.055247835702763946,-0.18103215264282724,-0.022888357548399497,0.0,0.01794032408607578,0.0,-0.01347649222465941,0.0
-0.42876916462678877,-0.012960679311345933,-0.06661920983402124,0.019771681287149685,-0.015052867646970461,0.0,0.009128424354117495,0.0,-0.005339400395665188,0.0
0.24451273315743904,-0.022861280407325407,-0.03588026330207459,0.08152266455436026,0.0003739389742336937,0.0,-0.0026859178695293915,0.0,0.0612836818139969,0.0
0.2079359781385223,-0.027603479545341477,-0.03119439192371903,0.07203414572956707,-0.02917623339246723,0.0,0.006648207562889955,0.0,-0.035310241554918,0.0
-0.09537976045648199,-0.014500856369805016,-0.04733285399115558,-0.2592766032172182,0.003310721352831866,0.0,0.01858014006427174,0.0,0.01974182938704522,0.0
0.2599128787964135,-0.019378957865029644,-0.04098252960335165,0.09145508247952257,-0.0073871072740043535,0.0,-0.038275270073759235,0.0,0.05179020998687367,0.0
0.232989962696847,-0.021129017248906992,-0.027123953814672502,0.07175338913866479,0.007280577520949933,0.0,0.013375433861770552,0.0,-0.03642732580074001,0.0
0.18543341747346548,0.043090099465526895,0.1426731474081505,0.07808258627236433,-0.00302686243493121,0.0,0.001984941638036859,0.0,-0.033555237872899275,0.0
-0.2551639533568882,0.030193975403247766,-0.06216582785316299,0.062403270192283616,-0.00026115262045851227,0.0,0.011803414123660165,0.0,-0.00984548629763076,0.0
0.014525707960532644,-0.016734949395314464,-0.04040447354405144,0.0949978018884798,0.0012914382719713036,0.0,0.018024164608549435,0.0,-0.02854646031377372,0.0
-0.224480684387892,0.02292453003622352,-0.07673638346762651,0.06963622327153675,-0.006140754239627252,0.0,0.014472336846242283,0.0,0.0010469867614755865,0.0
-0.17055502820464022,0.02182228807860014,-0.06249577351549971,0.0727519526271064,-0.003357503333673112,0.0,0.015569835552049178,0.0,-0.009366321398467117,0.0
-0.3976453086037667,-0.009528952766295826,0.3551837851550853,0.06380393083908346,-0.027761537668089167,0.0,0.02470243241348277,0.0,0.010714428821833322,0.0
0.1583409775196396,0.001490500168689387,-0.0475658824486602,-0.25158426628590524,-0.004471540455618328,0.0,0.007769687454661318,0.0,-0.03403132695319423,0.0
0.24155445549607435,-0.016548032144108986,-0.03060351473062677,0.07386647502597161,0.010440473982395546,0.0,0.014296172610755284,0.0,0.05316268589883099,0.0
0.21810419634598424,-0.005634134544896517,-0.04182859705410514,-0.25521955770779053,0.0016215718711231231,0.0,-0.05593002386933803,0.0,-0.04274988629443857,0.0
0.16224706100922898,-0.030442893313772052,-0.03747369338831874,0.0761988893979231,-0.0038211739937816873,0.0,0.010020094796627506,0.0,0.03336550073966572,0.0
-0.3090387397531564,0.0018254243690647054,-0.06475941039486872,0.046599743300230374,-0.029254149368095547,0.0,0.01726204763656801,0.0,-0.0161959726635759,0.0
-0.17055502820464022,0.02182228807860014,-0.06249577351549971,0.0727519526271064,-0.003357503333673112,0.0,0.015569835552049178,0.0,-0.009366321398467117,0.0
0.232989962696847,-0.021129017248906992,-0.027123953814672502,0.07175338913866479,0.007280577520949933,0.0,0.013375433861770552,0.0,-0.03642732580074001,0.0
-0.36905186972431636,-0.000741665375698172,-0.05866046414971021,0.032591020486331876,-0.025194783236736185,0.0,0.004743521535777188,0.0,-0.03795036932068908,0.0
-0.09668907070585477,-0.0032672671548875263,-0.05200705781619777,0.07067892998392189,0.0030493951906826943,0.0,0.01991260393469484,0.0,-0.02557561618506782,0.0
0.15758483198948706,0.03804776824853184,0.11527222713755966,0.07838367939498087,-0.015260953453828753,0.0,0.009034840777062587,0.0,-0.045153361905203554,0.0
-0.153924689909673,-0.007504157935741009,-0.06649882197408757,0.07550359930611393,-0.011887728738453219,0.0,-0.06327969521822735,0.0,0.01368966902324336,0.0
0.2020621410968952,0.003764705414272841,-0.05033035284254402,-0.2441692966391855,-0.0007017777462434923,0.0,0.006205897060000071,0.0,0.04924362742876307,0.0
-0.46630397006862423,0.0005669869776413236,-0.0256625877943071,0.01433280042685811,-0.0031163146798924863,0.0,0.008659330155319674,0.0,-0.03434585157612973,0.0
0.24155445549607435,-0.016548032144108986,-0.03060351473062677,0.07386647502597161,0.010440473982395546,0.0,0.014296172610755284,0.0,0.05316268589883099,0.0
-0.01575155785753987,0.0006283628722682837,-0.05056914225654554,-0.24903437013190127,0.007423049874087283,0.0,-0.04905413698262238,0.0,-0.025249333337729656,0.0
0.039676974484490965,0.03491438026926334,0.12777681783405803,0.09913294321637407,-0.006013731839815294,0.0,-0.010603893282538841,0.0,0.039607359063565786,0.0
0.11120955304730887,-0.017459269704422967,-0.029818875993151566,0.09128312165887277,-0.002108678990411017,0.0,0.007287319676256714,0.0,0.05992363361926011,0.0
-0.2915000539505618,-0.028648333012684088,0.2649335318131173,0.08521866109622685,-0.019662181017852734,0.0,-0.03506696243685312,0.0,-0.017915422765133956,0.0
0.2079359781385223,-0.027603479545341477,-0.03119439192371903,0.07203414572956707,-0.02917623339246723,0.0,0.006648207562889955,0.0,-0.035310241554918,0.0
-0.36927018824369967,0.015701173968534567,-0.06471011900518368,0.054198242578782224,0.01964138431440733,0.0,0.0018302541793916024,0.0,0.04639025936752888,0.0
-0.4228910349232806,0.004280210641043133,-0.07862070849028177,0.034409251485266225,-0.00022241071391565625,0.0,0.023525023529541663,0.0,0.007581817973701926,0.0
0.18394354335381224,0.02903282342843074,0.1242648872203323,0.06785484703524637,-0.01856564571147605,0.0,-0.0054912417861583485,0.0,0.06060081666578717,0.0
0.232989962696847,-0.021129017248906992,-0.027123953814672502,0.07175338913866479,0.007280577520949933,0.0,0.013375433861770552,0.0,-0.03642732580074001,0.0
0.17643441120495384,-0.032497953285403,-0.03970883192210297,0.07961346216733423,-0.010272647541018327,0.0,0.011704221465894886,0.0,-0.026223118101390917,0.0
-0.44280824727828155,-0.006110543507612156,-0.056213674207039176,0.0187138647088319,-0.0002577122957823646,0.0,0.012412864568416764,0.0,-0.026300293038759585,0.0
-0.0013352874731283354,-0.0023860456560530386,-0.04377331939399576,-0.2537788364126124,-0.010535823671730633,0.0,0.029718655317991755,0.0,-0.025114611365024728,0.0
-0.11798654735778838,0.0157982619963979,0.2031241349873401,0.08741106406301698,0.005033853887664755,0.0,-0.0008922229717227134,0.0,0.016837227921212596,0.0
-0.2669211841544991,0.01050096771483696,0.2776067358734077,0.06997464563065656,-0.04188663472122971,0.0,0.009985187701729363,0.0,-0.0299109793837918,0.0
-0.17055502820464022,0.02182228807860014,-0.06249577351549971,0.0727519526271064,-0.003357503333673112,0.0,0.015569835552049178,0.0,-0.009366321398467117,0.0
-0.44280824727828155,-0.006110543507612156,-0.056213674207039176,0.0187138647088319,-0.0002577122957823646,0.0,0.012412864568416764,0.0,-0.026300293038759585,0.0
-0.0963198556217744,0.005631308289827464,-0.04612440081372512,0.08076795432850467,-0.011565510974921174,0.0,0.018732662707486306,0.0,0.04301242432588603,0.0
