id,label,group,fitness,prediction
3,1,1,0.40638968682861115,0.6757465
4,1,1,0.21672912791947763,0.14153242
8,0,0,0.731807897559111,0.24682343
10,1,0,0.831772780113093,0.88808703
14,1,0,0.19542845823724825,0.68574
15,0,1,0.27464219539830154,0.09500553
16,1,0,0.6514828677627543,0.89022756
18,1,1,0.6820413897775658,0.7721766
19,1,0,0.6452017036037373,0.8292767
20,1,1,0.046937270037655715,0.31375113
22,0,1,0.14498371116740777,0.16692507
23,0,0,0.033901035327909716,0.2957556
24,1,0,1.6352672033522653,0.38286042
25,0,1,0.733443606382938,0.40628237
26,0,1,0.4717020027895162,0.19143444
27,1,0,0.19220394316577588,0.8503828
28,1,0,0.13579786103635166,0.15901805
32,1,0,0.6195922016423258,0.8896721
37,1,1,0.17688728421291802,0.07197788
39,0,1,0.11316807976604401,0.17724986
40,0,1,0.4716604719866405,0.64996934
41,0,0,0.14671234376395523,0.20263635
42,0,1,0.22977638057259095,0.4031397
45,1,0,0.2857112525452526,0.83964807
52,0,0,0.06729759674779916,0.37432754
53,1,0,0.6148781848014498,0.61168724
54,0,1,0.10697788100360685,0.002566242
55,1,0,0.8415843439485391,0.8377367
56,0,1,0.2379717301437997,0.032825343
57,1,1,0.17499789242154665,0.66454506
59,1,0,0.4733782815847758,0.7992796
61,1,1,0.15605596925143211,0.4728658
64,0,1,0.8520620684587745,0.70293987
66,0,0,0.2993250779856584,0.16234149
67,0,1,0.373538705471826,0.008195278
68,1,0,0.1547453832513413,0.94408745
70,1,1,0.9557786467522066,0.70293987
71,1,0,0.3251717837823591,0.7168328
79,0,1,0.32458184825217523,0.0045237676
80,1,1,0.5984916894738787,0.2850484
84,1,1,1.14835380771162,0.4487507
85,0,0,0.6558673575598056,0.6132534
87,1,1,0.748904964911978,0.5438692
90,0,1,0.27602218725068656,0.0033419584
91,1,0,1.08263781308261,0.80149275
93,1,1,0.08599786022328776,0.3530789
96,0,1,0.13567346901339308,0.47305635
98,0,1,0.33542579462634414,0.12458688
100,1,1,0.2128876140334213,0.97595346
105,1,1,1.8358415528528964,0.7429227
107,0,1,0.377582773895171,0.31277993
108,0,0,0.3697456713983875,0.577848
111,1,1,0.5535379386453881,0.67193735
113,1,1,0.46768472695648083,0.29762754
114,0,0,0.4103622779036595,0.6028492
115,1,1,0.11681160828106889,0.5191135
119,1,1,0.24693501894114211,0.606616
120,1,1,0.25379646969470787,0.7134327
122,0,1,0.17717975882453743,0.13331307
128,0,1,0.2545287692542716,0.0033338142
131,0,1,0.41644975652943006,0.08369043
136,1,1,0.27739920822909153,0.7242897
137,0,1,0.49397570049586037,0.09548707
138,0,0,0.08021282975030622,0.13230033
142,0,0,0.3995761683633602,0.10015331
145,0,0,0.1849538926943335,0.2513734
146,1,0,0.21344254214403674,0.847193
148,1,0,0.2923180729721581,0.9875964
151,1,1,0.285860020955265,0.59496737
153,1,1,2.8585596694908966,0.672727
154,1,0,1.4162076753415989,0.8313327
156,0,0,0.17486865729277945,0.05813957
157,1,0,0.3558429142501239,0.7630639
158,0,0,0.2984619718469067,0.8042193
159,1,0,0.8886255033519633,0.7968269
163,1,0,0.39713272767604973,0.8047428
166,0,1,0.11536553524072987,0.033198513
169,1,0,0.9378616147563555,0.7542753
171,0,0,0.21557725123298255,0.724299
173,0,1,0.20584289591238003,0.34687826
174,1,1,0.6354833506225034,0.6605671
175,1,0,1.1965704743255414,0.79065233
176,0,1,0.22281034166326213,0.20806418
177,1,1,0.30852937625443205,0.5275783
178,0,1,0.20285087836050347,0.0020746705
180,0,1,0.44174677076968655,0.6693001
183,0,0,1.5264369814127863,0.03530759
184,0,1,0.775388231826338,0.38709503
189,0,0,0.5274821094740471,0.888655
190,0,1,0.2862768745971746,0.0023386134
194,1,0,0.8950009366231897,0.48432842
195,1,0,0.09708192434874256,0.20820777
197,1,0,0.1802957783473553,0.8072597
202,1,0,0.14168215465754527,0.8920695
203,1,1,0.3731209138946554,0.51693565
206,1,0,0.11356408177124806,0.13670023
208,1,0,0.43238734337537393,0.8617847
210,0,1,0.20436706591206114,0.53380233
213,1,0,0.11401938135634425,0.79711473
215,1,1,0.5284607925002811,0.6693001
216,1,0,0.608224139935244,0.9726924
220,0,1,0.1569684329049479,0.058931384
222,1,0,0.32470806709149586,0.94737643
223,0,1,0.27578052277059045,0.055997368
224,0,1,0.03698879841647202,0.019609982
225,0,1,0.14870655498953017,0.07426841
227,1,1,0.35348382707577786,0.6357494
228,0,1,0.896257163229079,0.2676961
229,0,1,0.2281254138414097,0.43270233
231,0,1,0.230652511686011,0.15908661
232,0,0,0.4528975524246418,0.58250415
234,1,1,0.20789234359197184,0.9802545
238,0,1,0.719089366793321,0.47679862
