priors_count,age_cat_25_45,age_cat_Greaterthan45,age_cat_Lessthan25,race_African_American,race_Caucasian,sex_Female,sex_Male,c_charge_degree_M,c_charge_degree_F
0.14734034388955256,-0.019271659299675756,-0.024759223339901187,0.0477556600192711,-0.04162161645927456,0.0,0.002302891359850987,0.0,-0.03322746943494536,0.0
-0.159196262092403,-0.021542233644572247,-0.05114248386241167,-0.2174144023946057,-0.04125882754627597,0.0,0.013591643454304853,0.0,-0.01122668983174082,0.0
-0.5615180932952323,-0.014048802219997002,-0.07425702607845824,0.023971855027454355,0.11876358788036002,0.0,0.018163675487625697,0.0,-0.0436514497433367,0.0
0.16171319765133052,-0.01465151977898147,-0.038520594772756676,0.06467662002248048,0.030977660829561146,0.0,-0.05570021596974183,0.0,0.054886006815662365,0.0
0.13142483177542252,-0.018269511855689004,-0.021333849109157633,0.044578672684313835,0.05806394199848795,0.0,0.012383229463860052,0.0,-0.037943948491542735,0.0
-0.13413124608968605,-0.020730086619087294,-0.03755615634291339,-0.2853675683069969,-0.05141711644664137,0.0,0.01211991491294315,0.0,0.011235026783243236,0.0
0.16171319765133052,-0.01465151977898147,-0.038520594772756676,0.06467662002248048,0.030977660829561146,0.0,-0.05570021596974183,0.0,0.054886006815662365,0.0
0.14734034388955256,-0.019271659299675756,-0.024759223339901187,0.0477556600192711,-0.04162161645927456,0.0,0.002302891359850987,0.0,-0.03322746943494536,0.0
0.1090805733021991,0.04396790640602173,0.13803463149386913,0.054332333881623264,0.019077457260891006,0.0,-0.02274619528990049,0.0,-0.0374970218147896,0.0
-0.3085552363332011,0.019791865500399713,-0.0548761917977273,0.047278902864366174,0.007486354648469506,0.0,0.001760471923473905,0.0,-0.011903140604205744,0.0
-0.054362947986000415,-0.012535993260664591,-0.03397861683398755,0.06443369315312658,-0.047716104142183,0.0,0.008260556958422094,0.0,-0.02828825860903885,0.0
-0.26486093594124405,0.017574515589471845,-0.06498202164470278,0.055590382067002064,0.0739361806195022,0.0,0.022974791927146052,0.0,-0.010875627348484686,0.0
-0.21138603856732552,0.01891255868191027,-0.049005612577762994,0.05397238844133986,0.08232404344461931,0.0,0.023330075817825348,0.0,-0.02216070087174487,0.0
-0.428834143658893,0.014559515553425472,0.37233410739137573,0.044783831101479994,-0.11179208397289318,0.0,0.02465056486250053,0.0,0.03151603914327578,0.0
0.10186525366219178,0.004243035438714433,-0.042952598595319455,-0.28052762199242276,-0.054063496593372215,0.0,0.004524124980272033,0.0,-0.03134612658841193,0.0
0.1338024222991443,-0.012709351877003281,-0.024221949440994824,0.04763296471912479,0.06445358618770976,0.0,0.012453185418562327,0.0,0.0543075115316922,0.0
0.14445104494617744,-0.011821497682732874,-0.04211736449583923,-0.3083813517213545,0.01780326644011442,0.0,-0.12112563249708254,0.0,-0.0321515619111899,0.0
0.07901242499040353,-0.02047796778405299,-0.027161946542284134,0.0481827642669877,0.07389022838301285,0.0,0.017292807801162425,0.0,0.04473066518633353,0.0
-0.3214226845937047,-0.0015883188926159792,-0.05780183179190659,0.036977873480230274,-0.06768964020400242,0.0,0.014082623565635223,0.0,-0.017486144811576267,0.0
-0.2427451989228875,0.011345286697586714,-0.05732650713927852,0.04793715448889754,-0.06518701776357232,0.0,0.010038052360873241,0.0,-0.008170135419302844,0.0
0.14734034388955256,-0.019271659299675756,-0.024759223339901187,0.0477556600192711,-0.04162161645927456,0.0,0.002302891359850987,0.0,-0.03322746943494536,0.0
-0.44808042570258594,-0.0008846391493348073,-0.05977814086158834,0.033258535869274235,0.07636916798839055,0.0,0.0005182621080364151,0.0,-0.053552293893707054,0.0
-0.16141224876747415,-0.00408957642886275,-0.0458142127473793,0.048145041524432435,-0.051149165462437536,0.0,0.010261959398159411,0.0,-0.027539488024659817,0.0
0.09314068763513195,0.03594242705293003,0.08763487369711162,0.04821950128906012,0.048871863253711616,0.0,0.009182262403964612,0.0,-0.04855170635338939,0.0
-0.21079430192281146,0.0002580449333092311,-0.06217002311605999,0.06277871017417244,0.04577370863041628,0.0,-0.0994916032952459,0.0,0.025317154660284297,0.0
0.15770046374256796,0.004282259591061619,-0.0420787951371879,-0.27379819370671493,0.08063903518659049,0.0,0.025209058750364097,0.0,0.049531324004399115,0.0
-0.4986208507706686,-0.0018782062840438105,-0.024642651263394676,0.00966726467846108,-0.050678043273403396,0.0,0.008390833772413083,0.0,-0.04000644876651045,0.0
0.1338024222991443,-0.012709351877003281,-0.024221949440994824,0.04763296471912479,0.06445358618770976,0.0,0.012453185418562327,0.0,0.0543075115316922,0.0
-0.05559017291127817,-0.004736649395965802,-0.04237291387037424,-0.29206105121745457,-0.013474080348266727,0.0,-0.049839611039689154,0.0,-0.03167171603206957,0.0
-0.05451229002458344,0.032536274424804924,0.10158966942337468,0.07021953497243107,-0.09930116207162488,0.0,-0.015419798571826834,0.0,0.024030801878919598,0.0
0.034160999746114536,-0.011987934126220517,-0.0223086532348782,0.0575023115788005,0.08278239684793745,0.0,0.018695317465409086,0.0,0.06729401424968753,0.0
-0.31531207135588063,-0.0263589020912781,0.24872537619938928,0.060038245114871006,0.004571375409989718,0.0,-0.011873795624155144,0.0,-0.019808419843344825,0.0
0.14734034388955256,-0.019271659299675756,-0.024759223339901187,0.0477556600192711,-0.04162161645927456,0.0,0.002302891359850987,0.0,-0.03322746943494536,0.0
-0.46550351593504075,0.013186852510135898,-0.0612567083136655,0.04714603048525823,0.108247153289291,0.0,0.0057638987607247835,0.0,0.08812118838975687,0.0
-0.4368218185328766,-0.006212647158613808,-0.06916370927896023,0.020185717236930224,-0.09890639189332778,0.0,0.017205547637136626,0.0,0.0057428554154089,0.0
0.10195676623870684,0.022392008165756722,0.09466062384452002,0.03980351695747553,0.05343249447801202,0.0,0.0019666561547843717,0.0,0.06015674146702847,0.0
0.14734034388955256,-0.019271659299675756,-0.024759223339901187,0.0477556600192711,-0.04162161645927456,0.0,0.002302891359850987,0.0,-0.03322746943494536,0.0
0.08784361395489246,-0.023347347476612018,-0.028884388362127495,0.04955268010112207,0.060716437245295324,0.0,0.018649193675973647,0.0,-0.03135266366022685,0.0
-0.46035149459700414,-0.010943323865667334,-0.053584585169219066,0.012425077259717851,-0.061698328976354244,0.0,0.011256399540311917,0.0,-0.03270371979840189,0.0
-0.04815649465558943,-0.0040115001335879665,-0.03297450393408538,-0.2785256031509944,-0.055529972332473705,0.0,0.01688517273050935,0.0,-0.02426223522820844,0.0
-0.17861203675603135,0.011033175205504104,0.18146837657864745,0.0614433027903299,-0.07196226406536212,0.0,-0.0013690511337100392,0.0,0.0026497870038416395,0.0
-0.18486755983156009,0.015884365273018827,0.22802280358399826,0.0480038272455885,0.08347470999008026,0.0,0.009298776245005884,0.0,-0.030775427052146448,0.0
-0.2427451989228875,0.011345286697586714,-0.05732650713927852,0.04793715448889754,-0.06518701776357232,0.0,0.010038052360873241,0.0,-0.008170135419302844,0.0
-0.46035149459700414,-0.010943323865667334,-0.053584585169219066,0.012425077259717851,-0.061698328976354244,0.0,0.011256399540311917,0.0,-0.03270371979840189,0.0
-0.16155704772175014,0.0038627748591628934,-0.039696936286826606,0.05856731412151871,0.07939638074981416,0.0,0.026653287258497516,0.0,0.04984452669215429,0.0
0.10186525366219178,0.004243035438714433,-0.042952598595319455,-0.28052762199242276,-0.054063496593372215,0.0,0.004524124980272033,0.0,-0.03134612658841193,0.0
-0.16141224876747415,-0.00408957642886275,-0.0458142127473793,0.048145041524432435,-0.051149165462437536,0.0,0.010261959398159411,0.0,-0.027539488024659817,0.0
-0.2735630590871646,0.014222117730638573,-0.06790204408745092,0.049647449775397146,-0.05723438225072255,0.0,0.0036639126340423478,0.0,0.002438860668435035,0.0
0.12883179184877055,0.02151658321617327,0.1087598795214657,0.04735701311183848,-0.0224082328515081,0.0,0.011206850905239065,0.0,0.06286615265670209,0.0
0.08938954303957923,-0.022212310304837026,-0.03081500553035424,0.051406161826056875,-0.05683210336020214,0.0,-0.0035732426882074935,0.0,0.029320817486289827,0.0
-0.2427451989228875,0.011345286697586714,-0.05732650713927852,0.04793715448889754,-0.06518701776357232,0.0,0.010038052360873241,0.0,-0.008170135419302844,0.0
0.08784361395489246,-0.023347347476612018,-0.028884388362127495,0.04955268010112207,0.060716437245295324,0.0,0.018649193675973647,0.0,-0.03135266366022685,0.0
-0.013011946798438702,-0.019216125636798028,-0.026959237351970245,0.0578861990618368,-0.05207532532544668,0.0,0.005776170990071748,0.0,-0.035893491649025264,0.0
0.14546551629094018,0.0037480259131767836,-0.04164616139711635,-0.27284021168687006,-0.06037185513007305,0.0,-0.002524618046210411,0.0,0.041526064745230365,0.0
0.18618873225129345,-0.000642895157616752,-0.031022048076777907,-0.24932720752718476,0.06475994738629409,0.0,0.0362013948330586,0.0,-0.025111009390317598,0.0
0.11614281663227272,-0.02611583466213356,-0.03953152779581197,0.05687631735352214,-0.005360045359102459,0.0,-0.009829343164400959,0.0,-0.033008927177929526,0.0
0.14734034388955256,-0.019271659299675756,-0.024759223339901187,0.0477556600192711,-0.04162161645927456,0.0,0.002302891359850987,0.0,-0.03322746943494536,0.0
0.08938954303957923,-0.022212310304837026,-0.03081500553035424,0.051406161826056875,-0.05683210336020214,0.0,-0.0035732426882074935,0.0,0.029320817486289827,0.0
-0.3534266646105405,0.002639430795336781,-0.059659350009899456,0.038195169498522794,-0.08408485766644415,0.0,0.01226177553854041,0.0,0.010206549982926819,0.0
-0.4466173683297406,-0.010253576470028582,-0.05613811809297295,0.012548902060117132,-0.0804342643997739,0.0,0.011219752955797057,0.0,-0.02622319477798853,0.0
-0.04815649465558943,-0.0040115001335879665,-0.03297450393408538,-0.2785256031509944,-0.055529972332473705,0.0,0.01688517273050935,0.0,-0.02426223522820844,0.0
0.12052805337135722,-0.02468645661185312,-0.03566266422093359,0.05296300099912175,-0.0057436331525787246,0.0,0.01173241202538978,0.0,0.04438112316038579,0.0
-0.4135693302210005,-0.0024070865464327217,-0.054869229581871085,0.02495868780218692,-0.06323948013490915,0.0,0.004570377220319956,0.0,-0.0378955966915553,0.0
-0.40132521192772336,0.008389093594168647,-0.06048773889870523,0.04008394648445429,-0.003181668453546764,0.0,0.012822079465329109,0.0,-0.0287486729787152,0.0
-0.44808042570258594,-0.0008846391493348073,-0.05977814086158834,0.033258535869274235,0.07636916798839055,0.0,0.0005182621080364151,0.0,-0.053552293893707054,0.0
0.14445104494617744,-0.011821497682732874,-0.04211736449583923,-0.3083813517213545,0.01780326644011442,0.0,-0.12112563249708254,0.0,-0.0321515619111899,0.0
-0.003961541815988737,-0.022739611924847063,-0.02947515544585607,0.05691318189503594,0.06877321807894297,0.0,0.02266629597521479,0.0,-0.047645482150878646,0.0
0.10404698299459567,0.020602879884420194,0.11421548510212329,0.045458718155535725,0.036186601568486146,0.0,-0.010902974869356754,0.0,0.06983352849691676,0.0
0.14546551629094018,0.0037480259131767836,-0.04164616139711635,-0.27284021168687006,-0.06037185513007305,0.0,-0.002524618046210411,0.0,0.041526064745230365,0.0
0.09798743443024885,-0.02277276044012336,-0.0327960020178947,0.0536183169814688,-0.04316349238661424,0.0,0.0025084681818354983,0.0,-0.023557867749602023,0.0
0.1501436322532922,-0.01379887842022997,-0.028483355789456197,0.05938647007973824,0.03287627373609219,0.0,-0.054060531015217995,0.0,-0.03912496586391129,0.0
-0.26166640463615765,-0.017932407261512382,-0.06581778978568215,-0.20016387461150484,0.06427548172878769,0.0,0.019596801786901943,0.0,-0.015819933247312238,0.0
